date,open,high,close,low,volume,amount
2017-06-20,13.98,14.23,14.14,13.82,10785736.0,222310650.0
2017-06-19,13.82,14.0,13.91,13.71,7102776.0,144100109.0
2017-06-16,13.99,13.99,13.79,13.68,8366857.0,168896940.0
2017-06-15,13.5,14.27,14.01,13.45,12636668.0,258722851.0
2017-06-14,13.41,13.75,13.53,13.41,6413113.0,127627910.0
2017-06-13,13.1,13.54,13.4,13.06,5585095.0,109615625.0
2017-06-12,13.45,13.62,13.06,13.05,6008636.0,117249056.0
2017-06-09,13.76,13.88,13.73,13.57,5235038.0,104802502.0
2017-06-08,13.69,14.06,13.82,13.69,8640449.0,175217458.0
2017-06-07,13.28,13.96,13.8,13.27,11559308.0,231192113.0
2017-06-06,12.98,13.31,13.26,12.94,4880722.0,93981393.0
2017-06-05,13.02,13.32,13.17,12.99,5977472.0,115362781.0
2017-06-02,12.99,13.36,13.15,12.59,7425416.0,141570884.0
2017-06-01,13.54,13.54,13.06,12.85,13993289.0,268007507.0
2017-05-31,14.25,14.29,13.75,13.66,9684825.0,198561930.0
2017-05-26,14.47,14.56,13.98,13.96,11522855.0,239499101.0
2017-05-25,14.59,14.73,14.47,14.06,11885665.0,250633228.0
2017-05-24,14.53,14.9,14.58,13.82,15918335.0,335996025.0
2017-05-23,16.68,16.68,15.12,15.12,19416352.0,443753849.0
2017-05-22,16.75,17.04,16.8,16.54,11795998.0,289929889.0
2017-05-19,17.15,17.28,16.8,16.44,15565307.0,382794321.0
2017-05-18,16.98,17.74,17.22,16.95,19131024.0,486033447.0
2017-05-17,17.33,17.63,17.11,16.98,19822477.0,500058816.0
2017-05-16,16.29,17.42,17.33,16.22,24577724.0,606952434.0
2017-05-15,16.27,16.74,16.5,16.11,21210781.0,512006316.0
2017-05-12,15.66,16.0,16.0,15.21,13754058.0,315939363.0
2017-05-11,15.85,16.06,15.66,14.94,12359378.0,280814046.0
2017-05-10,15.78,16.24,15.86,15.49,10602841.0,245773737.0
2017-05-09,15.98,16.14,15.78,15.17,14367415.0,330162310.0
2017-05-08,16.12,16.74,16.24,15.51,16043251.0,381038215.0
2017-05-05,16.15,16.88,16.27,16.15,19393403.0,469638934.0
2017-05-04,16.07,16.37,16.05,15.94,10001149.0,235891215.0
2017-05-03,16.1,16.65,16.3,16.03,16292389.0,390580309.0
2017-05-02,15.88,16.11,15.92,15.76,7006349.0,163077959.0
2017-04-28,15.85,16.07,15.94,15.81,8719707.0,203287050.0
2017-04-27,15.45,16.15,15.96,15.12,15185451.0,349844301.0
2017-04-26,15.29,15.75,15.55,15.15,10090378.0,229469721.0
2017-04-25,15.44,15.66,15.31,15.27,9532005.0,216319072.0
2017-04-24,15.55,15.67,15.55,14.46,13811004.0,307423697.0
2017-04-21,15.86,15.98,15.68,15.38,9957329.0,228328982.0
2017-04-20,16.3,16.36,15.86,15.51,14881579.0,346550137.0
2017-04-19,16.13,16.45,16.32,15.99,10904718.0,259186506.0
2017-04-18,16.68,17.12,16.14,15.96,16941657.0,407791638.0
2017-04-17,16.58,17.29,16.78,16.5,14302406.0,355126511.0
2017-04-14,16.77,17.03,16.58,16.48,11052548.0,271414553.0
2017-04-13,16.73,17.13,16.89,16.68,12505071.0,310761102.0
2017-04-12,17.05,17.15,16.63,16.63,16537930.0,409111295.0
2017-04-11,16.81,17.37,17.27,16.81,22035732.0,553094981.0
2017-04-10,18.79,18.86,17.18,17.18,39518972.0,1026045548.0
2017-04-07,19.37,19.61,19.09,19.01,22178774.0,625318701.0
2017-04-06,19.61,19.74,19.45,19.11,28648187.0,813363068.0
2017-04-05,18.49,19.98,19.76,18.49,43690652.0,1256298842.0
2017-03-31,19.22,20.02,19.09,18.47,39869473.0,1126846578.0
2017-03-30,18.82,20.1,19.43,18.82,53192897.0,1527543734.0
2017-03-29,18.48,19.84,19.25,18.23,48804644.0,1373886633.0
2017-03-28,18.68,18.68,18.35,18.15,18509700.0,499560308.0
2017-03-27,18.38,19.23,18.89,18.25,36084926.0,991421704.0
2017-03-24,18.04,18.53,18.38,18.01,24010161.0,644115316.0
2017-03-23,18.62,18.63,18.22,17.61,35599750.0,949688054.0
2017-03-22,18.58,19.05,18.79,18.49,28774419.0,789661902.0
2017-03-21,18.61,18.92,18.84,18.47,30722765.0,844107065.0
2017-03-20,18.83,18.93,18.75,18.28,37351228.0,1019667315.0
2017-03-17,19.95,20.3,18.96,18.94,55095684.0,1581234939.0
2017-03-16,18.97,19.54,19.26,18.77,45826548.0,1285704707.0
2017-03-15,18.4,19.09,19.09,18.3,50563378.0,1385493179.0
2017-03-14,17.66,19.63,19.09,17.47,75317824.0,2051607489.0
2017-03-13,17.72,19.01,17.85,17.58,57803512.0,1542609421.0
2017-03-10,16.91,17.93,17.53,16.64,51329224.0,1306313129.0
2017-03-09,16.67,17.99,17.12,16.43,66598860.0,1691394310.0
2017-03-08,16.71,16.87,16.58,16.33,48800961.0,1187692671.0
2017-03-07,16.97,17.54,17.25,16.82,78409940.0,1993689548.0
2017-03-06,15.94,15.94,15.94,15.68,26055823.0,609142260.0
2017-03-03,14.27,14.52,14.49,14.12,5811548.0,122331135.0
2017-03-02,14.33,14.45,14.3,14.17,3768881.0,78951351.0
2017-03-01,14.16,14.51,14.22,14.16,4346153.0,91259893.0
2017-02-28,14.38,14.44,14.19,14.1,6927862.0,144349162.0
2017-02-27,14.54,14.86,14.45,14.43,7512194.0,161002867.0
2017-02-24,14.21,14.62,14.54,14.18,8489204.0,180269468.0
2017-02-23,14.06,14.37,14.29,13.87,6294670.0,130453806.0
2017-02-22,14.08,14.19,14.14,13.97,4489433.0,92607561.0
2017-02-21,13.67,14.32,14.15,13.67,9074616.0,187730011.0
2017-02-20,13.69,13.75,13.73,13.58,2516939.0,50421453.0
2017-02-17,13.84,13.94,13.68,13.65,2982009.0,60103037.0
2017-02-16,13.66,13.9,13.88,13.58,4596851.0,92785728.0
2017-02-15,13.64,14.42,13.78,13.56,7055448.0,143887828.0
2017-02-14,13.71,13.76,13.58,13.57,2814212.0,56292946.0
2017-02-13,13.67,13.79,13.67,13.53,3407407.0,68221644.0
2017-02-10,13.84,13.88,13.69,13.69,3286757.0,66312824.0
2017-02-09,13.8,13.9,13.86,13.68,3384538.0,68637552.0
2017-02-08,13.65,13.83,13.8,13.58,3193266.0,64214163.0
2017-02-07,13.83,13.89,13.69,13.6,3801773.0,76510793.0
2017-02-06,13.62,13.97,13.91,13.49,4896751.0,98818555.0
2017-02-03,13.81,13.86,13.66,13.6,2330834.0,46790109.0
2017-01-26,13.5,13.86,13.82,13.5,3373321.0,67852691.0
2017-01-25,13.39,13.62,13.53,13.35,2428009.0,48091611.0
2017-01-24,13.5,13.51,13.37,13.24,2323476.0,45476099.0
2017-01-23,13.37,13.64,13.47,13.37,2416164.0,47805001.0
2017-01-20,13.21,13.54,13.41,13.18,2922910.0,57526122.0
2017-01-19,13.13,13.5,13.22,13.13,2619172.0,51194273.0
2017-01-18,13.22,13.56,13.22,13.17,2974159.0,58299091.0
2017-01-17,12.99,13.71,13.54,12.96,4831269.0,94464990.0
2017-01-16,13.76,14.12,13.37,12.38,7908619.0,156346977.0
2017-01-13,13.71,13.97,13.76,13.69,3439161.0,69699235.0
2017-01-12,13.71,13.95,13.74,13.71,3304260.0,66820582.0
2017-01-11,13.62,14.54,13.95,13.61,6346720.0,131310356.0
2017-01-10,13.77,13.84,13.69,13.67,3058464.0,61553331.0
2017-01-09,13.67,13.89,13.82,13.65,3317836.0,67111981.0
2017-01-06,14.07,14.18,13.77,13.76,7062040.0,144135233.0
2017-01-05,14.72,15.08,14.39,14.33,11941302.0,257651167.0
2017-01-04,14.35,14.52,14.25,14.05,6199830.0,129502627.0
2017-01-03,13.61,14.2,13.85,13.61,3567883.0,72696296.0
