date,open,high,close,low,volume,amount
2017-07-28,16.64,17.74,17.21,16.57,36959697.0,901318047.0
2017-07-27,15.02,16.5,16.5,14.47,28796086.0,648558061.0
2017-07-26,14.89,15.16,15.0,14.88,6037548.0,129148655.0
2017-07-25,15.12,15.33,14.97,14.95,7357152.0,157733722.0
2017-07-24,15.12,15.64,15.33,14.92,10403719.0,226387615.0
2017-07-21,15.83,16.45,15.52,15.3,21176717.0,477281185.0
2017-07-20,14.77,15.45,15.06,14.68,12440297.0,268487780.0
2017-07-19,14.36,14.98,14.82,14.08,9379244.0,193823770.0
2017-07-18,14.0,14.56,14.49,13.79,8915325.0,179839678.0
2017-07-17,15.55,15.55,14.35,14.1,12460561.0,261042843.0
2017-07-14,15.62,15.93,15.67,15.49,7648651.0,170662469.0
2017-07-13,15.56,15.79,15.61,15.33,8156174.0,180445179.0
2017-07-12,15.35,15.61,15.57,15.04,11239957.0,245756910.0
2017-07-11,15.71,16.0,15.35,15.32,12104359.0,267611730.0
2017-07-10,16.11,16.4,15.78,15.68,10626162.0,242074618.0
2017-07-07,16.02,16.51,16.22,15.86,12450578.0,286772520.0
2017-07-06,16.14,16.74,16.23,15.97,17362286.0,404202911.0
2017-07-05,16.18,16.3,16.25,15.81,13496657.0,308307275.0
2017-07-04,16.29,16.51,16.34,16.09,12764263.0,296047768.0
2017-07-03,16.01,16.6,16.54,15.63,21067004.0,485528006.0
2017-06-30,15.66,16.23,15.96,15.47,17537235.0,397132863.0
2017-06-29,15.24,16.67,15.79,15.06,23159818.0,523041507.0
2017-06-28,15.01,15.31,15.16,14.79,11098208.0,237986634.0
2017-06-27,15.23,15.3,15.05,14.93,7929184.0,169870367.0
2017-06-26,14.72,15.33,15.22,14.67,13240413.0,284203623.0
2017-06-23,14.48,14.78,14.76,14.13,10964333.0,225366214.0
2017-06-22,14.51,15.42,14.62,14.42,17756134.0,377916168.0
2017-06-21,14.67,14.73,14.52,14.39,7438887.0,153607327.0
2017-06-20,14.38,14.64,14.55,14.22,10785736.0,222310650.0
2017-06-19,14.21,14.4,14.31,14.1,7102776.0,144100109.0
2017-06-16,14.4,14.4,14.19,14.07,8366857.0,168896940.0
2017-06-15,13.89,14.68,14.41,13.83,12636668.0,258722851.0
2017-06-14,13.8,14.14,13.92,13.8,6413113.0,127627910.0
2017-06-13,13.48,13.93,13.79,13.43,5585095.0,109615625.0
2017-06-12,13.83,14.01,13.44,13.43,6008636.0,117249056.0
2017-06-09,14.16,14.28,14.12,13.96,5235038.0,104802502.0
2017-06-08,14.08,14.47,14.21,14.08,8640449.0,175217458.0
2017-06-07,13.67,14.36,14.19,13.65,11559308.0,231192113.0
2017-06-06,13.36,13.69,13.65,13.31,4880722.0,93981393.0
2017-06-05,13.4,13.7,13.55,13.36,5977472.0,115362781.0
2017-06-02,13.36,13.74,13.53,12.96,7425416.0,141570884.0
2017-06-01,13.93,13.93,13.44,13.22,13993289.0,268007507.0
2017-05-31,14.66,14.7,14.14,14.05,9684825.0,198561930.0
2017-05-26,14.89,14.97,14.38,14.36,11522855.0,239499101.0
2017-05-25,15.01,15.15,14.89,14.46,11885665.0,250633228.0
2017-05-24,14.95,15.33,15.0,14.21,15918335.0,335996025.0
2017-05-23,17.16,17.16,15.56,15.56,19416352.0,443753849.0
2017-05-22,17.23,17.53,17.29,17.02,11795998.0,289929889.0
2017-05-19,17.64,17.77,17.28,16.92,15565307.0,382794321.0
2017-05-18,17.46,18.25,17.72,17.44,19131024.0,486033447.0
2017-05-17,17.83,18.14,17.6,17.46,19822477.0,500058816.0
2017-05-16,16.75,17.92,17.83,16.68,24577724.0,606952434.0
2017-05-15,16.74,17.22,16.98,16.58,21210781.0,512006316.0
2017-05-12,16.11,16.47,16.46,15.65,13754058.0,315939363.0
2017-05-11,16.31,16.52,16.11,15.37,12359378.0,280814046.0
2017-05-10,16.23,16.7,16.32,15.93,10602841.0,245773737.0
2017-05-09,16.44,16.61,16.23,15.61,14367415.0,330162310.0
2017-05-08,16.59,17.22,16.7,15.95,16043251.0,381038215.0
2017-05-05,16.61,17.37,16.74,16.61,19393403.0,469638934.0
2017-05-04,16.54,16.85,16.51,16.4,10001149.0,235891215.0
2017-05-03,16.56,17.13,16.77,16.49,16292389.0,390580309.0
2017-05-02,16.34,16.58,16.38,16.21,7006349.0,163077959.0
2017-04-28,16.3,16.53,16.4,16.26,8719707.0,203287050.0
2017-04-27,15.9,16.62,16.42,15.55,15185451.0,349844301.0
2017-04-26,15.73,16.21,16.0,15.59,10090378.0,229469721.0
2017-04-25,15.88,16.11,15.75,15.71,9532005.0,216319072.0
2017-04-24,16.0,16.12,16.0,14.87,13811004.0,307423697.0
2017-04-21,16.32,16.44,16.14,15.82,9957329.0,228328982.0
2017-04-20,16.77,16.83,16.32,15.96,14881579.0,346550137.0
2017-04-19,16.59,16.93,16.79,16.45,10904718.0,259186506.0
2017-04-18,17.16,17.62,16.61,16.42,16941657.0,407791638.0
2017-04-17,17.06,17.78,17.27,16.98,14302406.0,355126511.0
2017-04-14,17.25,17.52,17.06,16.96,11052548.0,271414553.0
2017-04-13,17.22,17.62,17.38,17.16,12505071.0,310761102.0
2017-04-12,17.54,17.64,17.11,17.1,16537930.0,409111295.0
2017-04-11,17.29,17.87,17.77,17.29,22035732.0,553094981.0
2017-04-10,19.33,19.4,17.68,17.68,39518972.0,1026045548.0
2017-04-07,19.92,20.18,19.64,19.56,22178774.0,625318701.0
2017-04-06,20.17,20.31,20.01,19.66,28648187.0,813363068.0
2017-04-05,19.03,20.56,20.32,19.03,43690652.0,1256298842.0
2017-03-31,19.77,20.6,19.64,19.0,39869473.0,1126846578.0
2017-03-30,19.36,20.68,19.99,19.36,53192897.0,1527543734.0
2017-03-29,19.01,20.42,19.8,18.75,48804644.0,1373886633.0
2017-03-28,19.22,19.22,18.88,18.67,18509700.0,499560308.0
2017-03-27,18.91,19.78,19.43,18.77,36084926.0,991421704.0
2017-03-24,18.56,19.07,18.91,18.53,24010161.0,644115316.0
2017-03-23,19.16,19.17,18.75,18.11,35599750.0,949688054.0
2017-03-22,19.12,19.6,19.33,19.03,28774419.0,789661902.0
2017-03-21,19.15,19.47,19.38,19.01,30722765.0,844107065.0
2017-03-20,19.38,19.48,19.29,18.8,37351228.0,1019667315.0
2017-03-17,20.53,20.89,19.5,19.49,55095684.0,1581234939.0
2017-03-16,19.52,20.11,19.82,19.31,45826548.0,1285704707.0
2017-03-15,18.93,19.64,19.64,18.83,50563378.0,1385493179.0
2017-03-14,18.17,20.2,19.64,17.97,75317824.0,2051607489.0
2017-03-13,18.23,19.56,18.36,18.09,57803512.0,1542609421.0
2017-03-10,17.4,18.45,18.03,17.12,51329224.0,1306313129.0
2017-03-09,17.15,18.51,17.61,16.91,66598860.0,1691394310.0
2017-03-08,17.2,17.36,17.06,16.8,48800961.0,1187692671.0
2017-03-07,17.45,18.04,17.75,17.31,78409940.0,1993689548.0
2017-03-06,16.4,16.4,16.4,16.14,26055823.0,609142260.0
2017-03-03,14.68,14.94,14.91,14.52,5811548.0,122331135.0
2017-03-02,14.74,14.87,14.71,14.58,3768881.0,78951351.0
2017-03-01,14.57,14.93,14.63,14.56,4346153.0,91259893.0
2017-02-28,14.8,14.85,14.6,14.5,6927862.0,144349162.0
2017-02-27,14.96,15.29,14.87,14.84,7512194.0,161002867.0
2017-02-24,14.62,15.04,14.96,14.59,8489204.0,180269468.0
2017-02-23,14.47,14.79,14.7,14.27,6294670.0,130453806.0
2017-02-22,14.49,14.6,14.55,14.37,4489433.0,92607561.0
2017-02-21,14.07,14.73,14.56,14.07,9074616.0,187730011.0
2017-02-20,14.09,14.15,14.13,13.97,2516939.0,50421453.0
2017-02-17,14.24,14.34,14.07,14.04,2982009.0,60103037.0
2017-02-16,14.05,14.3,14.28,13.97,4596851.0,92785728.0
2017-02-15,14.03,14.84,14.18,13.95,7055448.0,143887828.0
2017-02-14,14.1,14.16,13.97,13.96,2814212.0,56292946.0
2017-02-13,14.07,14.19,14.06,13.92,3407407.0,68221644.0
2017-02-10,14.24,14.28,14.09,14.08,3286757.0,66312824.0
2017-02-09,14.19,14.3,14.26,14.07,3384538.0,68637552.0
2017-02-08,14.04,14.23,14.2,13.97,3193266.0,64214163.0
2017-02-07,14.23,14.29,14.08,14.0,3801773.0,76510793.0
2017-02-06,14.02,14.37,14.31,13.88,4896751.0,98818555.0
2017-02-03,14.21,14.26,14.05,14.0,2330834.0,46790109.0
2017-01-26,13.89,14.26,14.21,13.89,3373321.0,67852691.0
2017-01-25,13.78,14.02,13.92,13.74,2428009.0,48091611.0
2017-01-24,13.88,13.9,13.75,13.62,2323476.0,45476099.0
2017-01-23,13.75,14.03,13.86,13.75,2416164.0,47805001.0
2017-01-20,13.59,13.93,13.79,13.56,2922910.0,57526122.0
2017-01-19,13.51,13.88,13.6,13.51,2619172.0,51194273.0
2017-01-18,13.6,13.95,13.6,13.55,2974159.0,58299091.0
2017-01-17,13.36,14.1,13.93,13.33,4831269.0,94464990.0
2017-01-16,14.16,14.52,13.76,12.74,7908619.0,156346977.0
2017-01-13,14.11,14.37,14.16,14.09,3439161.0,69699235.0
2017-01-12,14.1,14.35,14.14,14.1,3304260.0,66820582.0
2017-01-11,14.02,14.96,14.35,14.0,6346720.0,131310356.0
2017-01-10,14.17,14.23,14.08,14.07,3058464.0,61553331.0
2017-01-09,14.07,14.29,14.21,14.04,3317836.0,67111981.0
2017-01-06,14.48,14.59,14.17,14.16,7062040.0,144135233.0
2017-01-05,15.14,15.51,14.8,14.75,11941302.0,257651167.0
2017-01-04,14.77,14.94,14.66,14.45,6199830.0,129502627.0
2017-01-03,14.0,14.61,14.25,14.0,3567883.0,72696296.0
